Códigos Padre,Código Servinte,Descripción Antigua,Código Nuevo Estándar,Nueva Estructura Estándar Semántico,Caracteres,Clasificación Del Artículo,MCE,Psicotrópico (S/N),Marcación Regulado (MER),vesicantes e irritantes,Registro INVIMA,Expediente,Consecutivo,CUM sin ceros,CUM con ceros,CUM sin ceros Formulado,PBS,VEN,ATC,Código UDM,descripción UDM,Cond. de Almacenamiento,MIPRES DCI,Alto riesgo,LASA,Gabinete,Nivel 1 Estándar Semántico,Validación CUM,Inventario 24052024,Observación Reunión Compras 20240524,Validación CUM,Validación con CUM Adjudicación,Principio Activo,Nombre ATC,Nombre Preciso,Concentración Estandarizada (por unidad minima comercial),Forma Farmacéutica,Marca Comercial,Titular de Registro,IMPORTADOR,FABRICANTE,Vía Administración,Descripción CUM
146006,1460061,LACTULOSA 3335MG/5ML,1460061,LACTULOSA 3300MG/5ML ( 66.7%) JARABE ORAL SACHET *15ML CHALVER (LACTULAX),73,MEDICAMENTO,NO,N,N/A,,2016M-012354-R3,38540,2,38540-2,38540-02,38540-2,PBS,E,A06AD11,SB,SOBRE,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LACTULOSA 3.34GR/5ML(66.7%) JBE / SOL ORAL,Activo,804,producto con saldo. Se deben agotar existencias para eliminar de activos en estandar semantico,#N/D,Producto ya no existe en el mercado,LACTULOSA,LACTULOSA,,300mg,JARABE,LACTULAX,LABORATORIOS CHALVER DE COLOMBIA S.A.S.,#N/D,LABORATORIOS CHALVER DE COLOMBIA S.A.S,ORAL,CAJA POR 12 SOBRES POR 15ML SOBRE EN CELOFÃN. PAPEL ALUMINIO-POLIETILIENO.
184041,184041,LAMIVUDINA 10 MG ML SOL ORAL * 240 ML,1840410,LAMIVUDINA 50MG/5ML SOL ORAL FCO *240ML HUMAX,45,MEDICAMENTO,NO,N,N/A,,2021M-0007440-R1,19975104,3,19975104-3,19975104-03,19975104-3,PBS,E,J05AF05,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,LAMIVUDINA 50MG/5ML(1%) SOL ORAL,Activo,1,ajustadon en excel para hora cero,19975104-3,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,LAMIVUDINA,LAMIVUDINA,,50mg,SOLUCION ORAL,,HUMAX PHARMACEUTICAL S.A.,#N/D,FARMATECH S.A.,ORAL,CAJA PLEGADIZA CON UN FRASCO PLÃSTICO PEAD PORSIN DATO240 ML MÃS TAPÃ“N EN PEBD. CON TAPA EN POLIPROPILENO Y JERINGA DOSIFICADORA
184002,184002,LAMIVUDINA 150MG,1840020,LAMIVUDINA 150MG TABLETA RECUBIERTA ORAL LEGRAND (LUTIC),56,MEDICAMENTO,NO,N,N/A,,2010 M-13702 R1,19904593,1,19904593-1,19904593-01,19904593-1,PBS,E,J05AF05,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LAMIVUDINA 150MG CAP / TAB / TAB REC,Activo,42,ok,19904593-1,VERDADERO,LAMIVUDINA,LAMIVUDINA,,150mg,TABLETA RECUBIERTA,LUTIC,LABORATORIOS LEGRAND S.A.,#N/D,LABORATORIOS LEGRAND S.A.,ORAL,CAJA PLEGADIZA EN PROPALCOTE POR 60 TABLETAS. BLISTER PVC/ ALUMINIO/PVDC POR 10 TABLETAS.
184011,1840111,LAMIVUDINA/ZIDOVUDINA 150/300 MG TABLETA RECUBIERTA DUOVIRAL LABORATORIOS LEGRAND S.A.,1840111,LAMIVUDINA 150MG/ZIDOVUDINA 300MG TABLETA RECUBIERTA ORAL LEGRAND (DUOVIRAL),76,MEDICAMENTO,NO,N,N/A,,2012M-0001394-R1,19928205,1,19928205-1,19928205-01,19928205-1,PBS,V,J05AR01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LAMIVUDINA+ZIDOVUDINA (150+300)MG CAP / TAB / TAB REC,Activo,5,producto con saldo. Se deben agotar existencias para eliminar de activos en estandar semantico,#N/D,Producto ya no existe en el mercado,LAMIVUDINA+ZIDOVUDINA,LAMIVUDINA Y ZIDOVUDINA,,150mg/300mg,TABLETA RECUBIERTA,DUOVIRAL,LABORATORIOS LEGRAND S.A.,#N/D,LABORATORIOS LEGRAND S.A.,ORAL,CAJA PLEGADIZA POR 60 TABLETAS EN BLISTER DE ALUMINIO-PVC/PVDC.
184011,1840112,LAMIVUDINA/ZIDOVUDINA 150/300 MG TABLETA RECUBIERTA LAVUZID HETERO LABS LIMITED,1840112,LAMIVUDINA 150MG/ZIDOVUDINA 300MG TABLETA RECUBIERTA ORAL HETERO (LAVUZID),74,MEDICAMENTO,NO,N,N/A,,2014M-0015011,20063923,1,20063923-1,20063923-01,20063923-1,PBS,V,J05AR01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LAMIVUDINA+ZIDOVUDINA (150+300)MG CAP / TAB / TAB REC,Activo,30,ok,20063923-1,VERDADERO,LAMIVUDINA+ZIDOVUDINA,LAMIVUDINA Y ZIDOVUDINA,,150mg/300mg,TABLETA,LAVUZID,HETERO LABS LIMITED,SEVEN PHARMA COLOMBIA S.A.S.,HETERO LABS LIMITED UNIT III,ORAL,CAJA POR 1 FRASCO PEAD COLOR BLANCO OPACO POR 60 TABLETAS
161025,161025,LAMOTRIGINA 25 MG,1610250,LAMOTRIGINA 25MG TABLETA DISPERSABLE ORAL GLAXOSMITHKLINE CJ *30U (LAMICTAL),76,MEDICAMENTO,NO,N,MER,,2021M-007182-R2,215610,1,215610-1,215610-01,215610-1,PBS,E,N03AX09,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,LAMOTRIGINA 25MG TAB DISP,Activo,#N/D,ok,215610-1,VERDADERO,LAMOTRIGINA,LAMOTRIGINA,,25mg,TABLETA DISPERSABLE,LAMICTAL,GLAXOSMITHKLINE COLOMBIA,GLAXOSMITHKLINE COLOMBIA S.A.,DELPHARM POZNAN S.A,ORAL,CAJA CON 30 TABLETAS EN BLISTER DE ALUMINIO-PVC/PVDC
161030,161030,LAMOTRIGINA 50MG,1610300,LAMOTRIGINA 50 MG TABLETA DISPERSABLE ORAL GLAXOSMITHKLINE CJ *30U (LAMICTAL),77,MEDICAMENTO,NO,N,MER,,2014M-0002638-R1,19935908,2,19935908-2,19935908-02,19935908-2,PBS,E,N03AX09,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,LAMOTRIGINA 50MG TAB DISP,Activo,80,ok,19935908-2,VERDADERO,LAMOTRIGINA,LAMOTRIGINA,,50mg,TABLETA DISPERSABLE,LAMICTAL,GLAXOSMITHKLINE COLOMBIA,GLAXOSMITHKLINE COLOMBIA S.A.,DELPHARMA POZNAN S.A.,ORAL,CAJA 30 TABLETAS DISPERSABLES POR UN BLISTER (PVC/PVDC/AL)
181029,181029,LANREOTIDE 120 MG (SOMATULINE),1810290,LANREOTIDE 120MG SOL INYECTABLE SC JER PRELLENADA *0.5ML IPSEN CJ *1U (SOMATULINE),82,MEDICAMENTO,NO,N,MER,,2008M-0008625,19995723,1,19995723-1,19995723-01,19995723-1,NO PBS,E,H01CB03,JP,JERINGA PRELLENADA,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,6649,N,N,N,LANREOTIDA 120MG/0.5ML SOL INY,Activo,2,ok,19995723-1,VERDADERO,LANREOTIDA ACETATO,LANREOTIDO,,120mg,SOLUCION INYECTABLE,SOMATULINE,IPSEN PHARMA,IPSEN COLOMBIA S.A.S.,IPSEN PHARMA BIOTECH,SUBCUTANEA,CAJA CON UNA JERINGA PRELLENADA CON SU AGUJA CONTENIENDO 0.5 ML DE SOLUCION INYECTABLE. LA JERINGA ES EMPACADA EN UN ENVOLTORIO
143202,143202,LANSOPRAZOL CÁPSULA LIBERACIÓN PROGRAMADA 30 MG,1432020,LANSOPRAZOL 30MG CAPSULA LIBERACION RETARDADA ORAL LA SANTE CJ *7U,67,MEDICAMENTO,NO,N,MER,,2022M-011696-R2,226859,8,226859-8,226859-08,226859-8,PBS,E,A02BC03,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LANSOPRAZOL 30MG CAP LIB RET / TAB LIB RET,Activo,#N/D,ajustadon en excel para hora cero,226859-3,Actualizar Cum Negociacion 2024-2025,LANSOPRAZOL,LANSOPRAZOL,,30mg,CAPSULA DURA,,LABORATORIOS LA SANTE,LABORATORIOS LA SANTE S.A.,LABORATORIOS LA SANTE S.A.,ORAL,CAJA POR 7 CÃPSULAS EN BLISTER PVC-PVDC BLANCO OPACO/ALUMINIO
143202,1432021,LANSOPRAZOL CÁPSULA LIBERACIÓN PROGRAMADA 30 MG,1432021,LANSOPRAZOL 30MG CAPSULAS LIBERACION RETARDADA ORAL GENFAR CJ *14U,66,MEDICAMENTO,NO,N,MER,,2008M-0007993,19989033,3,19989033-3,19989033-03,19989033-3,PBS,E,A02BC03,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LANSOPRAZOL 30MG CAP LIB RET / TAB LIB RET,Activo,52,ok,19989033-3,VERDADERO,LANSOPRAZOL,LANSOPRAZOL,,30mg,CAPSULA DURA,,GENFAR S.A.,GENFAR S.A.,FAREVA VILLA RICA S.A.S.,ORAL,CAJA POR 14 CAPSULAS EN BLISTER DE ALUMINIO/PVC-PVDC
129022,129022,LEFLUNOMIDA 20 MG,1290220,LEFLUNOMIDA 20MG TABLETA RECUBIERTA ORAL SANOFI CJ *30U (ARAVA),63,MEDICAMENTO,NO,N,MER,,2019M-013233-R2,230658,1,230658-1,230658-01,230658-1,PBS,E,L04AA13,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LEFLUNOMIDA 20MG CAP / TAB / TAB REC,Activo,14,ok,230658-1,VERDADERO,LEFLUNOMIDA,LEFLUNOMIDE,,20mg,TABLETA RECUBIERTA,ARAVA,SANOFI-AVENTIS DE COLOMBIA S.A.,SANOFI-AVENTIS DE COLOMBIA S.A.,OPELLA HEALTHCAR INTERNATIONAL SAS,ORAL,CAJA CON FRASCO PLÃSTICO DE HDPE X 30 TABLETAS. TAPA ROSCA CON ANILLO DE CIERRE INSERTADO Y RECIPIENTE CON DESECANTE INTEGRADO.
1301200,1301200,LENALIDOMIDA 25 MG CAPSULA DURA REVLIMID BRISTOL MYERS CJ*21 U,1301200,LENALIDOMIDA 25MG CAPSULA DURA ORAL BRISTOL CJ *21U (REVLIMID),62,MEDICAMENTO,NO,N,MER,,2019M-0009600-R1,19999772,1,19999772-1,19999772-01,19999772-1,PBS,N/A,L04AX04,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LENALIDOMIDA 25MG CAP / TAB / TAB REC,Activo,12,ok,19999772-1,VERDADERO,LENALIDOMIDA,LENALIDOMIDA,,25mg,CAPSULA DURA,REVLIMID,BRISTOL MYERS,BRISTOL MYERS SQUIBB DE COLOMBIA S.A,CELGENE INTERNATIONAL SARL,ORAL,CAJA POR 21 CÃPSULAS EN BLÃSTER PVC/PCTFE CON FOIL DE ALUMINIO PERFORABLE
1301190,1301191,LENALIDOMIDA 5 MG CAPSULA DURA LADEVINA LABORATORIO LKM S.A. CJ*21 U,1301191,LENALIDOMIDA 5MG CAPSULA DURA ORAL LKM CJ *21U (LADEVINA),57,MEDICAMENTO,NO,N,MER,,2019M-0018906,20115047,2,20115047-2,20115047-02,20115047-2,PBS,N/A,L04AX04,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LENALIDOMIDA 5MG CAP / TAB / TAB REC,Activo,11,ok,20115047-2,VERDADERO,LENALIDOMIDA,LENALIDOMIDA,,5mg,CAPSULA DURA,LADEVINA,LABORATORIO LKM S.A.,BIOTOSCANA FARMA S.A.,LABORATORIO LKM S.A.,ORAL,1L1006531000101 CAJA POR 21 CÃPSULAS EN BLÃSTER PVC LAMINADO CON UNA CAPA DE EMPUJE DE PCTFE/AL
1301190,1301190,LENALIDOMIDA 5 MG CAPSULA DURA REVLIMID BRISTOL MYERS CJ*21 U,1301190,LENALIDOMIDA 5MG CAPSULA DURA ORAL BRISTOL CJ *21U (REVLIMID),61,MEDICAMENTO,NO,N,MER,,2019M-0009533-R1,19999701,1,19999701-1,19999701-01,19999701-1,PBS,N/A,L04AX04,CA,CAPSULAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LENALIDOMIDA 5MG CAP / TAB / TAB REC,Activo,#N/D,ok,19999701-1,VERDADERO,LENALIDOMIDA,LENALIDOMIDA,,5mg,CAPSULA DURA,REVLIMID,BRISTOL MYERS,BRISTOL MYERS SQUIBB DE COLOMBIA S.A,CELGENE INTERNATIONAL SARL,ORAL,CAJA POR 21 CAPSULAS EN BLÃSTER PVC/PCTFE CON FOIL DE ALUMINIO
181009,181009,ACETATO DE LEUPROLIDE 3.75MG ML,1810090,LEUPROLIDE ACETATO 3.75MG POLVO LIOFILIZADO A SOL INYECTABLE IV CHALVER CJ *1U (LEOPROSTIN),91,MEDICAMENTO,NO,N,MER,,2021M-0001089-R2,19927034,1,19927034-1,19927034-01,19927034-1,PBS,N/A,L02AE02,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LEUPROLIDA ACETATO 3.75MG POLV INY,Activo,#N/D,ajustadon en excel para hora cero,19927034-1,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,LEUPROLIDA ACETATO,LEUPRORELINA ACETATO,,3.75mg,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE,LEOPROSTIN,LABORATORIOS CHALVER DE COLOMBIA S.A.S.,#N/D,LABORATORIOS CHALVER DE COLOMBIA S.A.S.,INTRAMUSCULAR,CAJA CON UN FRASCO VIAL DE VIDRIO TIPO I INCOLORO CON TAPÃ“N GRIS Y AGRAFE DE ALUMINIO FLIP-CAP BLANCO CONTENIENDO POLVO LIOFILIZADO + AMPOLLA DE VIDRIO TIPO I INCOLORO POR 2 ML DE DILUENTE + JERINGA DESECHABLE + 2 AGUJAS
181025,181025,LEUPROLIDE 22.5 MG SUSP INY,1810250,LEUPROLIDE ACETATO 22.5MG POLVO RECONSTITUIR A SUSP INYECTABLE SCTOLMAR CJ *1U (ELIGARD),88,MEDICAMENTO,NO,N,MER,,2022M-0004777-R2,19956218,3,19956218-3,19956218-03,19956218-3,PBS,N/A,L02AE02,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,5025,N,N,N,LEUPROLIDA ACETATO 22.5MG POLV INY,Activo,1,ok,19956218-3,VERDADERO,LEUPROLIDA ACETATO,LEUPRORELINA ACETATO,,22.5mg,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,ELIGARD,TOLMAR THERAPEUTICS INC.,ADIUM SAS,TOLMAR. INC.,SUBCUTANEA,CAJA CON UN BLÃSTER CON LA JERINGA PRELLENADA A EN POLIPROPILENO TRANSPARENTE Y UN BLÃSTER CON LA JERINGA PRELLENADA B EN COPOLÃMERO DE CICLOOLEFINA TRANSPARENTE. TAPÃ“N ELASTÃ“MERO DE CLOROBUTILO MÃS AGUJA DE SEGURIDAD 20G X 5/8 Y UN SOBRE DE SILICONA CON MATERIAL DESECANTE.
181030,181030,ACETATO DE LEUPROLIDE 45 MG,1810300,LEUPROLIDE ACETATO 45MG POLVO RECONSTITUIR A SUSP INYECTABLE SC TOLMAR THERAPEUTICS CJ *1U (ELIGARD),100,MEDICAMENTO,NO,N,MER,,2023M-0013021-R2,20032905,1,20032905-1,20032905-01,20032905-1,PBS,N/A,L02AE02,VL,VIAL,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,N,LEUPROLIDA ACETATO 45MG POLV INY,Activo,0,ok,20032905-1,VERDADERO,LEUPROLIDA ACETATO,LEUPRORELINA ACETATO,,45mg,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE,ELIGARD,TOLMAR THERAPEUTICS INC.,ADIUM SAS,TOLMAR. INC.,SUBCUTANEA,CAJA CON BANDEJA X (JERINGA A (ATRIGEL) +EM+SOBRE SECANTE) + BANDEJA X (JERINGA B (LEUPROLIDE ACETATO) + AGUJA + SOBRE SECANTE)
161039,161039,LEVETIRACETAM SLN ORAL * 300ML (KEPPRA),1610390,LEVETIRACETAM 500MG/5ML SOL ORAL FCO *300ML GLAXOSMITHKLINE CJ *1U (KEPPRA),75,MEDICAMENTO,NO,N,MER,,2019M-0006885-R1,19975838,4,19975838-4,19975838-04,19975838-4,PBS,E,N03AX14,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVETIRACETAM 500MG/5ML(10%) SOL ORAL,Activo,17,ok,19975838-4,VERDADERO,LEVETIRACETAM,LEVETIRACETAM,,500mg,SOLUCION ORAL,KEPPRA,GLAXOSMITHKLINE COLOMBIA,GLAXOSMITHKLINE COLOMBIA S.A.,NEXTPHARMA SAS,ORAL,CAJA CON FRASCO DE VIDRIO TIPO III COLOR AMBAR POR 300 ML
161043,161043,LEVETIRACETAM 100MG ML * 5ML SOL INY,1610430,LEVETIRACETAM 100MG/1ML SOL INYECTABLE IV VIAL *5ML GLAXOSMITHKLINE CJ *10U (KEPPRA),84,MEDICAMENTO,NO,N,MER,,2021M-0009725-R1,19999765,1,19999765-1,19999765-01,19999765-1,PBS,V,N03AX14,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,LEVETIRACETAM 500MG/5ML(100MG/ML) SOL INY,Activo,665,ok,19999765-1,VERDADERO,LEVETIRACETAM,LEVETIRACETAM,,100mg,SOLUCION INYECTABLE,KEPPRA,GLAXOSMITHKLINE COLOMBIA,GLAXOSMITHKLINE COLOMBIA S.A.,PATHEONITALIA S.P.A.,INTRAVENOSA,CAJA PLEGADIZA X 10 FRASCOS VIALES X 5 ML C/U
161036,161036,LEVETIRACETAM 500 MG (LEVETIRACETAM),1610360,LEVETIRACETAM 500MG TABLETA RECUBIERTA ORAL MEGALABS COLOMBIA S.A.S. CJ *30U (CEUMID),85,MEDICAMENTO,NO,N,MER,,2020M-0010455-R1,20007896,10,20007896-10,20007896-10,20007896-10,PBS,E,N03AX14,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVETIRACETAM 500MG CAP / TAB / TAB REC,Activo,1,ok,20007896-10,VERDADERO,LEVETIRACETAM,LEVETIRACETAM,,500mg,TABLETA RECUBIERTA,CEUMID,MEGALABS COLOMBIA S.A.S.,MEGALABS COLOMBIA S.A.S.,MEGA LABS S.A.,ORAL,CAJA X 30 TABLETA RECUBIERTA EN BLISTER PVC/ACLAR 200/02
161036,1610361,LEVETIRACETAM 500 MG TABLETA RECUBIERTO KEPPRA GLAXOSMITHKLINE TRADING SERVICES LIMITED CJ*30 U,1610361,LEVETIRACETAM 500MG TABLETA RECUBIERTA ORAL GLAXOSMITHKLINE CJ *30U (KEPPRA),76,MEDICAMENTO,NO,N,MER,,2019M-0002928-R2,19936412,2,19936412-2,19936412-02,19936412-2,PBS,E,N03AX14,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVETIRACETAM 500MG CAP / TAB / TAB REC,Activo,72,ok,19936412-2,VERDADERO,LEVETIRACETAM,LEVETIRACETAM,,500mg,TABLETA RECUBIERTA,KEPPRA,GLAXOSMITHKLINE COLOMBIA,GLAXOSMITHKLINE COLOMBIA S.A.,UCB PHARMA SA,ORAL,CAJA POR 30 TABLETAS EN BLISTER PVC/ALUMINIO
148060,148060,L CARNITINA 10 PORC SOL ORAL * 120 ML,1480600,LEVOCARNITINA 500MG/5ML (10%) SOL ORAL FCO *120ML LIMINAL (LECARNIN),68,MEDICAMENTO,NO,N,N/A,,2017M-0017677,20105435,1,20105435-1,20105435-01,20105435-1,NO PBS,N/A,A16AA01,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,6098,N,N,N,LECARNITINA 10% (10G/100ML) SOL ORAL,Activo,1,ok,20105435-1,VERDADERO,LEVOCARNITINA,LEVOCARNITINA,,500mg,SOLUCION ORAL,LECARNIN,LIMINAL THERAPEUTICS S.A.S.,#N/D,COASPHARMA S.A.S.,ORAL,CAJA CON UN FRASCO PET AMBARSIN DATOX 120 MLSIN DATO CON TAPON PUSHSIN DATODOWN
162016,162016,LEVODOPA CARBIDOPA 25 100MG,1620160,LEVODOPA 100MG/CARBIDOPA 25MG TABLETA ORAL SIEGFRIED (PARKEN),61,MEDICAMENTO,NO,N,N/A,,2008 M-010732 R1,48898,9,48898-9,48898-09,48898-9,PBS,E,N04BA02,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,CARBIDOPA+LEVODOPA (25+100)MG CAP / TAB / TAB REC,Activo,123,ok,48898-9,VERDADERO,CARBIDOPA+LEVODOPA,LEVODOPA E INHIBIDOR DE DECARBOXILASA,,100mg,TABLETA,PARKEN,LABORATORIOS SIEGFRIED S.A.S.,#N/D,LABORATORIOS SIEGFRIED S.A.S.,ORAL,CAJA X 100 TABLETAS EN BLISTER DE PVC/ALUMINIO X 10 TABLETAS
162006,162006,CARBIDOPA LEVODOPA 25MG 250 MG,1620060,LEVODOPA 250MG/CARBIDOPA 25MG TABLETA ORAL GENFAR,49,MEDICAMENTO,NO,N,N/A,,2022M-007252-R2,1980397,1,1980397-1,1980397-01,1980397-1,PBS,E,N04BA02,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,CARBIDOPA+LEVODOPA (25+250)MG CAP / TAB / TAB REC,Activo,104,ok,1980397-1,VERDADERO,CARBIDOPA+LEVODOPA,LEVODOPA E INHIBIDOR DE DECARBOXILASA,,250mg,TABLETA,,GENFAR S.A.,#N/D,GENFAR DESARROLLO Y MANUFACTURA S.A.,ORAL,CAJA X 30 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO POR 10 TABLETAS CADA BLISTER
115006,115006,LEVOFLOXACINA 500MG 100ML SLN INY (LEVAQUIN),1150060,LEVOFLOXACINA 5MG/1ML SOL INYECTABLE IV BOLSA *100ML ADS,56,MEDICAMENTO,NO,N,N/A,,2014M-0015067,20062592,2,20062592-2,20062592-02,20062592-2,PBS,V,J01MA12,BL,BOLSA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LEVOFLOXACINO 500MG/100ML(5MG/ML) SOL INY,Activo,#N/D,ok,20062592-2,VERDADERO,LEVOFLOXACINO,LEVOFLOXACINA,,5mg,SOLUCION INYECTABLE,,ADS PHARMA,#N/D,ADS PHARMA S.A.S.,INTRAVENOSA,CAJA PORSIN DATO2 BOLSAS DE PVC POR 100ML CON SOBREBOLSA EN POLIETILENO DE ALTA DENSIDAD
115011,115011,LEVOFLOXACINA 750 MG,1150110,LEVOFLOXACINO 750MG TABLETA RECUBIERTA ORAL EUROFARMA (PRINF),61,MEDICAMENTO,NO,N,N/A,,2023M-0016968-R1,20094747,1,20094747-1,20094747-01,20094747-1,PBS,E,J01MA12,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LEVOFLOXACINO 750MG CAP / TAB / TAB REC,Activo,0,ok,20094747-1,VERDADERO,LEVOFLOXACINO,LEVOFLOXACINA,,750mg,TABLETA RECUBIERTA,PRINF,EUROFARMA COLOMBIA,EUROFARMA COLOMBIA S.A.S.,EUROFARMA LABORATORIOS S.A.,ORAL,IUM 1L1003771006100: LEVOFLOXACINO 750.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (PRINF) TABLETA 1.0000U / CAJA X 5 (NA). CAJA POR 5 TABLETAS RECUBIERTAS EN UN BLÃSTER DE ALUMINIO/PVDC INCOLORO
115011,1150112,LEVOFLOXACINO 750 MG TABLETA RECUBIERTA SAFELEVO MSN LABORATORIES PRIVATED LIMITED,1150112,LEVOFLOXACINO 750MG TABLETA RECUBIERTA ORAL MSN (SAFELEVO),58,MEDICAMENTO,NO,N,N/A,,2023M-0014395-R2,20053938,4,20053938-4,20053938-04,20053938-4,PBS,N/A,J01MA12,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LEVOFLOXACINO 750MG CAP / TAB / TAB REC,Activo,20,ok,20053938-4,VERDADERO,LEVOFLOXACINO,LEVOFLOXACINA,,750mg,TABLETA RECUBIERTA,SAFELEVO,MSN LABORATORIES,LABORATORIOS INCOBRA S.A.,MSN LABORATORIES PRIVATED LIMITED,ORAL,CAJA PLEGADIZA POR 5 TABLETAS EN BLISTER ALUMINIO/PVC/PVDC
115011,1150111,LEVOFLOXACINA 750 MG,1150111,LEVOFLOXACINO 750MG TABLETA RECUBIERTA ORAL MONTE VERDE (TRUXA),63,MEDICAMENTO,NO,N,N/A,,2018M-0009079-R1,19999203,1,19999203-1,19999203-01,19999203-1,PBS,E,J01MA12,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LEVOFLOXACINO 750MG CAP / TAB / TAB REC,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,LEVOFLOXACINO,LEVOFLOXACINA,,750mg,TABLETA CUBIERTA CON PELICULA,TRUXA,MONTE VERDE S.A.,ADIUM SAS,LABORATORIO MONTE VERDE S.A.,ORAL,CAJA POR 5 TABLETA CUBIERTA CON PELICULA EN BLISTER PVC - ACLAR CRISTAL-ALUMINIO
163007,1630072,LEVOMEPROMAZINA 4 % SLN ORAL FCO*20 ML ACTIFARMA S.A.,1630072,LEVOMEPROMAZINA 200MG/5ML (4%) SOL ORAL FCO *20ML ACTIFARMA,59,MEDICAMENTO,NO,N,N/A,,2022M-0005280-R2,19959695,3,19959695-3,19959695-03,19959695-3,PBS,E,N05AA02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVOMEPROMAZINA 40MG/ML(4%) SOL ORAL,Activo,#N/D,ok,19959695-3,VERDADERO,LEVOMEPROMAZINA,LEVOMEPROMAZINA,,200mg,SOLUCION ORAL,,ACTIFARMA,#N/D,ARBOFARMA S.A.S.,ORAL,CAJA CON FRASCO DE VIDRIO TIPO III COLOR ÃMBAR. SUBTAPA/DOSIFICADOR GOTERO BLANCO EN POLIPROPILENO Y TAPA BLANCA EN POLIPROPILENO POR 20 ML
163007,163007,LEVO MEPROMAZINA 0.4PORC SLN ORAL 20ML,1630070,LEVOMEPROMAZINA 200MG/5ML (4%) SOL ORAL FCO *20ML HUMAX,55,MEDICAMENTO,NO,N,N/A,,2007M-0007588,19977387,2,19977387-2,19977387-02,19977387-2,PBS,E,N05AA02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVOMEPROMAZINA 40MG/ML(4%) SOL ORAL,Activo,6,ajustadon en excel para hora cero,19977387-2,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,LEVOMEPROMAZINA,LEVOMEPROMAZINA,,200mg,SOLUCION ORAL,,HUMAX PHARMACEUTICAL S.A.,#N/D,FARMATECH S.A.,ORAL,CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO III POR 20 ML. CON TAPA ROSCA DE POLIPROPILENO Y SUBTAPA GOTERO EN PEAD-PEBD NATURAL.
